owner_login,path,pushed_at,ssh_url,project_url,default_branch
rps2ff23,rps2ff23/CourseProject,2021-12-07 05:59:17,git@github.com:rps2ff23/CourseProject.git,https://github.com/rps2ff23/CourseProject,main
HaritaReddy,HaritaReddy/CourseProject,2021-12-07 04:13:35,git@github.com:HaritaReddy/CourseProject.git,https://github.com/HaritaReddy/CourseProject,main
assalupitudor,assalupitudor/CourseProject,2021-11-29 01:18:21,git@github.com:assalupitudor/CourseProject.git,https://github.com/assalupitudor/CourseProject,main
RahulSinghalChicago,RahulSinghalChicago/CourseProject,2021-12-07 04:41:50,git@github.com:RahulSinghalChicago/CourseProject.git,https://github.com/RahulSinghalChicago/CourseProject,main
Kartikp2,Kartikp2/CourseProject,2021-12-03 00:05:29,git@github.com:Kartikp2/CourseProject.git,https://github.com/Kartikp2/CourseProject,main
jahaas,jahaas/CourseProject,2021-11-26 15:03:56,git@github.com:jahaas/CourseProject.git,https://github.com/jahaas/CourseProject,main
adp12,adp12/CourseProject,2021-12-07 20:01:37,git@github.com:adp12/CourseProject.git,https://github.com/adp12/CourseProject,main
IanG89998,IanG89998/CourseProject,2020-12-14 03:29:45,git@github.com:IanG89998/CourseProject.git,https://github.com/IanG89998/CourseProject,main
daisy91530,daisy91530/CourseProject,2021-12-02 07:39:24,git@github.com:daisy91530/CourseProject.git,https://github.com/daisy91530/CourseProject,main
dkrovi2,dkrovi2/CourseProject,2021-12-07 17:34:04,git@github.com:dkrovi2/CourseProject.git,https://github.com/dkrovi2/CourseProject,main
xingyuq2,xingyuq2/CourseProject,2021-12-01 16:14:26,git@github.com:xingyuq2/CourseProject.git,https://github.com/xingyuq2/CourseProject,main
wujameszj,wujameszj/CourseProject,2021-12-04 02:01:43,git@github.com:wujameszj/CourseProject.git,https://github.com/wujameszj/CourseProject,main
rfonod,rfonod/CS410-CourseProject,2021-11-15 17:17:57,git@github.com:rfonod/CS410-CourseProject.git,https://github.com/rfonod/CS410-CourseProject,main
devinsburke,devinsburke/CourseProject,2021-12-05 01:23:48,git@github.com:devinsburke/CourseProject.git,https://github.com/devinsburke/CourseProject,main
masamip2,masamip2/CourseProject,2021-12-06 01:05:24,git@github.com:masamip2/CourseProject.git,https://github.com/masamip2/CourseProject,main
tomasanthony,tomasanthony/CourseProject,2021-11-16 00:12:37,git@github.com:tomasanthony/CourseProject.git,https://github.com/tomasanthony/CourseProject,main
kellycosgrove,kellycosgrove/CourseProject,2021-12-06 22:52:43,git@github.com:kellycosgrove/CourseProject.git,https://github.com/kellycosgrove/CourseProject,main
benpcorn,benpcorn/CourseProject,2021-12-07 14:23:26,git@github.com:benpcorn/CourseProject.git,https://github.com/benpcorn/CourseProject,main
tlawx,tlawx/CourseProject,2021-12-07 20:24:37,git@github.com:tlawx/CourseProject.git,https://github.com/tlawx/CourseProject,main
pmagunia,pmagunia/CourseProject,2021-11-28 15:28:26,git@github.com:pmagunia/CourseProject.git,https://github.com/pmagunia/CourseProject,main
VoidGoat,VoidGoat/CourseProject-CS-410,2021-12-07 04:56:12,git@github.com:VoidGoat/CourseProject-CS-410.git,https://github.com/VoidGoat/CourseProject-CS-410,main
andreev-io,andreev-io/Documentation-Search-with-Elastic-Search-and-GENRE,2021-12-06 08:23:15,git@github.com:andreev-io/Documentation-Search-with-Elastic-Search-and-GENRE.git,https://github.com/andreev-io/Documentation-Search-with-Elastic-Search-and-GENRE,main
genggeng88,genggeng88/CourseProject,2021-11-29 15:42:37,git@github.com:genggeng88/CourseProject.git,https://github.com/genggeng88/CourseProject,main
chask8ng,chask8ng/CourseProject,2021-11-14 14:57:49,git@github.com:chask8ng/CourseProject.git,https://github.com/chask8ng/CourseProject,main
hungn2,hungn2/CourseProject,2021-12-07 02:43:01,git@github.com:hungn2/CourseProject.git,https://github.com/hungn2/CourseProject,main
MadaoIsMyBrother,MadaoIsMyBrother/CourseProject,2021-12-07 19:27:09,git@github.com:MadaoIsMyBrother/CourseProject.git,https://github.com/MadaoIsMyBrother/CourseProject,main
jstephens,jstephens/CourseProject,2021-11-16 06:00:05,git@github.com:jstephens/CourseProject.git,https://github.com/jstephens/CourseProject,main
samsong2,samsong2/CourseProject,2021-12-07 19:37:02,git@github.com:samsong2/CourseProject.git,https://github.com/samsong2/CourseProject,main
vquiros-atieh,vquiros-atieh/CourseProject,2021-12-01 03:39:09,git@github.com:vquiros-atieh/CourseProject.git,https://github.com/vquiros-atieh/CourseProject,main
samhq,samhq/CourseProject,2021-12-07 16:56:17,git@github.com:samhq/CourseProject.git,https://github.com/samhq/CourseProject,main
kreonjr,kreonjr/CourseProject,2021-12-07 18:30:22,git@github.com:kreonjr/CourseProject.git,https://github.com/kreonjr/CourseProject,main
machilusZ,machilusZ/CourseProject,2020-12-14 03:29:45,git@github.com:machilusZ/CourseProject.git,https://github.com/machilusZ/CourseProject,main
peterzukerman,peterzukerman/Twitter-Sarcasm-Detection,2021-03-16 01:50:33,git@github.com:peterzukerman/Twitter-Sarcasm-Detection.git,https://github.com/peterzukerman/Twitter-Sarcasm-Detection,main
AnirudhaPatil,AnirudhaPatil/CourseProject,2020-12-14 03:29:45,git@github.com:AnirudhaPatil/CourseProject.git,https://github.com/AnirudhaPatil/CourseProject,main
DiptamGit,DiptamGit/CourseProject,2020-12-19 00:15:26,git@github.com:DiptamGit/CourseProject.git,https://github.com/DiptamGit/CourseProject,main
yunfeim2,yunfeim2/CourseProject,2020-12-15 13:52:50,git@github.com:yunfeim2/CourseProject.git,https://github.com/yunfeim2/CourseProject,main
williamdlupo,williamdlupo/CourseProject,2020-12-15 00:04:14,git@github.com:williamdlupo/CourseProject.git,https://github.com/williamdlupo/CourseProject,main
BhuvaneswariPeriasamy,BhuvaneswariPeriasamy/CourseProject,2020-12-14 05:04:35,git@github.com:BhuvaneswariPeriasamy/CourseProject.git,https://github.com/BhuvaneswariPeriasamy/CourseProject,main
rfraser3,rfraser3/CourseProject,2020-12-14 00:03:36,git@github.com:rfraser3/CourseProject.git,https://github.com/rfraser3/CourseProject,main
wdchild,wdchild/CourseProject,2020-12-09 17:44:41,git@github.com:wdchild/CourseProject.git,https://github.com/wdchild/CourseProject,master
chiragcshetty,chiragcshetty/CourseProject,2020-12-14 10:54:08,git@github.com:chiragcshetty/CourseProject.git,https://github.com/chiragcshetty/CourseProject,main
jiezheng5,jiezheng5/CourseProject,2020-11-21 18:38:49,git@github.com:jiezheng5/CourseProject.git,https://github.com/jiezheng5/CourseProject,main
pdwivedi08,pdwivedi08/CourseProject,2020-12-14 08:16:28,git@github.com:pdwivedi08/CourseProject.git,https://github.com/pdwivedi08/CourseProject,main
srashee2,srashee2/CourseProject,2020-12-14 00:12:56,git@github.com:srashee2/CourseProject.git,https://github.com/srashee2/CourseProject,main
zen030,zen030/CourseProject,2020-11-27 19:35:00,git@github.com:zen030/CourseProject.git,https://github.com/zen030/CourseProject,main
subhasishb-coder,subhasishb-coder/CourseProject,2020-12-12 17:43:49,git@github.com:subhasishb-coder/CourseProject.git,https://github.com/subhasishb-coder/CourseProject,main
soumya834-msit,soumya834-msit/CourseProject,2020-12-07 17:40:36,git@github.com:soumya834-msit/CourseProject.git,https://github.com/soumya834-msit/CourseProject,main
jasonzhang929,jasonzhang929/CourseProject,2020-12-14 05:43:54,git@github.com:jasonzhang929/CourseProject.git,https://github.com/jasonzhang929/CourseProject,main
varunhari2020,varunhari2020/CourseProject,2020-11-19 03:31:25,git@github.com:varunhari2020/CourseProject.git,https://github.com/varunhari2020/CourseProject,main
davidmg4,davidmg4/CourseProject,2020-12-14 04:14:30,git@github.com:davidmg4/CourseProject.git,https://github.com/davidmg4/CourseProject,main
samvalenp,samvalenp/CourseProject,2020-12-14 04:03:12,git@github.com:samvalenp/CourseProject.git,https://github.com/samvalenp/CourseProject,main
mikhaidn,mikhaidn/CourseProject,2020-11-27 21:41:16,git@github.com:mikhaidn/CourseProject.git,https://github.com/mikhaidn/CourseProject,main
everbrightw,everbrightw/CourseProject,2020-12-14 04:51:35,git@github.com:everbrightw/CourseProject.git,https://github.com/everbrightw/CourseProject,master
Ludy11xc,Ludy11xc/CS-410-CourseProject,2020-12-14 04:28:47,git@github.com:Ludy11xc/CS-410-CourseProject.git,https://github.com/Ludy11xc/CS-410-CourseProject,main
hernang2,hernang2/CourseProject,2020-12-16 07:56:07,git@github.com:hernang2/CourseProject.git,https://github.com/hernang2/CourseProject,main
reckoner-david,reckoner-david/CourseProject,2020-12-14 04:52:17,git@github.com:reckoner-david/CourseProject.git,https://github.com/reckoner-david/CourseProject,main
john-james-ai,john-james-ai/CourseProject,2020-10-26 03:12:40,git@github.com:john-james-ai/CourseProject.git,https://github.com/john-james-ai/CourseProject,main
henryg3,henryg3/CourseProject,2020-12-14 01:25:45,git@github.com:henryg3/CourseProject.git,https://github.com/henryg3/CourseProject,main
nykznykz,nykznykz/CourseProject,2020-12-13 20:46:43,git@github.com:nykznykz/CourseProject.git,https://github.com/nykznykz/CourseProject,main
bojiang3,bojiang3/CourseProject,2020-12-17 01:38:29,git@github.com:bojiang3/CourseProject.git,https://github.com/bojiang3/CourseProject,main
woshinisenbaba,woshinisenbaba/CourseProject,2020-10-25 13:51:15,git@github.com:woshinisenbaba/CourseProject.git,https://github.com/woshinisenbaba/CourseProject,main
CapnDanger,CapnDanger/CourseProject,2020-12-14 05:44:36,git@github.com:CapnDanger/CourseProject.git,https://github.com/CapnDanger/CourseProject,main
yunhezhang,yunhezhang/CourseProject,2020-12-14 16:53:13,git@github.com:yunhezhang/CourseProject.git,https://github.com/yunhezhang/CourseProject,main
mihiryerande,mihiryerande/CS-410-Fall-2020-Anime-Text-Analytics,2020-12-14 05:55:11,git@github.com:mihiryerande/CS-410-Fall-2020-Anime-Text-Analytics.git,https://github.com/mihiryerande/CS-410-Fall-2020-Anime-Text-Analytics,main
antonioalfonso,antonioalfonso/CourseProject,2020-12-14 04:45:09,git@github.com:antonioalfonso/CourseProject.git,https://github.com/antonioalfonso/CourseProject,main
kplhung,kplhung/CourseProject,2020-12-26 07:12:29,git@github.com:kplhung/CourseProject.git,https://github.com/kplhung/CourseProject,main
pinkychauhan89,pinkychauhan89/FakeNewsClassifier,2020-12-14 01:47:03,git@github.com:pinkychauhan89/FakeNewsClassifier.git,https://github.com/pinkychauhan89/FakeNewsClassifier,main
jacobvp2,jacobvp2/CourseProject,2020-12-13 17:31:25,git@github.com:jacobvp2/CourseProject.git,https://github.com/jacobvp2/CourseProject,main
tgw4uiuc,tgw4uiuc/CourseProject,2020-12-14 05:47:00,git@github.com:tgw4uiuc/CourseProject.git,https://github.com/tgw4uiuc/CourseProject,main
EsportsNoEyes,EsportsNoEyes/CourseProject,2020-12-13 02:10:00,git@github.com:EsportsNoEyes/CourseProject.git,https://github.com/EsportsNoEyes/CourseProject,main
Xinpeij,Xinpeij/CourseProject,2020-10-26 03:25:37,git@github.com:Xinpeij/CourseProject.git,https://github.com/Xinpeij/CourseProject,main
mshaw0707,mshaw0707/CourseProject,2020-12-14 04:06:50,git@github.com:mshaw0707/CourseProject.git,https://github.com/mshaw0707/CourseProject,main
alex6499cat,alex6499cat/CourseProject,2020-12-14 03:06:17,git@github.com:alex6499cat/CourseProject.git,https://github.com/alex6499cat/CourseProject,main
Asciotti,Asciotti/CourseProject,2020-12-14 03:29:05,git@github.com:Asciotti/CourseProject.git,https://github.com/Asciotti/CourseProject,master
xiang-wang2020,xiang-wang2020/CourseProject,2020-12-16 03:35:48,git@github.com:xiang-wang2020/CourseProject.git,https://github.com/xiang-wang2020/CourseProject,main
dinghuaminghui,dinghuaminghui/CourseProject,2020-10-25 13:51:15,git@github.com:dinghuaminghui/CourseProject.git,https://github.com/dinghuaminghui/CourseProject,main
yhui288,yhui288/CourseProject,2020-12-13 02:01:55,git@github.com:yhui288/CourseProject.git,https://github.com/yhui288/CourseProject,main
ZhengyuLi97,ZhengyuLi97/CourseProject,2020-10-25 13:51:15,git@github.com:ZhengyuLi97/CourseProject.git,https://github.com/ZhengyuLi97/CourseProject,main
NK10,NK10/CourseProject,2020-12-14 04:00:06,git@github.com:NK10/CourseProject.git,https://github.com/NK10/CourseProject,main
blake-wright,blake-wright/CourseProject,2020-12-14 05:39:09,git@github.com:blake-wright/CourseProject.git,https://github.com/blake-wright/CourseProject,main
Clara9,Clara9/LARA_Reproduce_410,2020-11-29 22:06:05,git@github.com:Clara9/LARA_Reproduce_410.git,https://github.com/Clara9/LARA_Reproduce_410,main
vickyli99,vickyli99/CourseProject,2020-12-14 06:15:15,git@github.com:vickyli99/CourseProject.git,https://github.com/vickyli99/CourseProject,main
yuranw3,yuranw3/CourseProject,2020-12-14 02:07:03,git@github.com:yuranw3/CourseProject.git,https://github.com/yuranw3/CourseProject,main
Madokami,Madokami/CourseProject,2020-12-15 08:35:58,git@github.com:Madokami/CourseProject.git,https://github.com/Madokami/CourseProject,main
shashivrat,shashivrat/CourseProject,2020-10-25 22:45:32,git@github.com:shashivrat/CourseProject.git,https://github.com/shashivrat/CourseProject,main
jkghub,jkghub/CourseProject,2020-10-25 22:45:42,git@github.com:jkghub/CourseProject.git,https://github.com/jkghub/CourseProject,main
philipcori,philipcori/CourseProject,2020-12-14 04:37:46,git@github.com:philipcori/CourseProject.git,https://github.com/philipcori/CourseProject,main
davidtt2,davidtt2/CourseProject,2020-12-13 04:24:59,git@github.com:davidtt2/CourseProject.git,https://github.com/davidtt2/CourseProject,main
joel515,joel515/CourseProject,2020-12-13 23:33:28,git@github.com:joel515/CourseProject.git,https://github.com/joel515/CourseProject,main
wfcwfcwfcwfc,wfcwfcwfcwfc/CourseProject,2020-12-15 05:07:50,git@github.com:wfcwfcwfcwfc/CourseProject.git,https://github.com/wfcwfcwfcwfc/CourseProject,main
darrenmuliawan,darrenmuliawan/CourseProject,2020-12-11 23:36:24,git@github.com:darrenmuliawan/CourseProject.git,https://github.com/darrenmuliawan/CourseProject,main
TomTJarosz,TomTJarosz/CourseProject,2020-12-13 05:49:21,git@github.com:TomTJarosz/CourseProject.git,https://github.com/TomTJarosz/CourseProject,main
sbitra2,sbitra2/CourseProject,2020-12-13 20:33:32,git@github.com:sbitra2/CourseProject.git,https://github.com/sbitra2/CourseProject,main
rosed2,rosed2/CourseProject,2020-12-14 00:47:22,git@github.com:rosed2/CourseProject.git,https://github.com/rosed2/CourseProject,main
samphadnis,samphadnis/TeamTextDragons,2020-12-14 02:25:10,git@github.com:samphadnis/TeamTextDragons.git,https://github.com/samphadnis/TeamTextDragons,main
Jagaskak,Jagaskak/CourseProject,2020-12-14 04:25:00,git@github.com:Jagaskak/CourseProject.git,https://github.com/Jagaskak/CourseProject,main
srzn,srzn/CourseProject,2020-12-14 03:40:20,git@github.com:srzn/CourseProject.git,https://github.com/srzn/CourseProject,main
armhoeft,armhoeft/CS410Fall2020-CourseProject,2020-12-14 04:37:30,git@github.com:armhoeft/CS410Fall2020-CourseProject.git,https://github.com/armhoeft/CS410Fall2020-CourseProject,main
chanwoo321,chanwoo321/CourseProject,2020-12-15 23:18:56,git@github.com:chanwoo321/CourseProject.git,https://github.com/chanwoo321/CourseProject,main
SphtKr,SphtKr/MeTAPyquod,2020-12-16 14:55:51,git@github.com:SphtKr/MeTAPyquod.git,https://github.com/SphtKr/MeTAPyquod,main
ccasey645,ccasey645/CourseProject,2020-12-13 23:23:41,git@github.com:ccasey645/CourseProject.git,https://github.com/ccasey645/CourseProject,main
retrouvailles0,retrouvailles0/CourseProject,2020-12-14 02:28:30,git@github.com:retrouvailles0/CourseProject.git,https://github.com/retrouvailles0/CourseProject,main
juan4bit,juan4bit/CourseProject,2020-12-14 17:59:35,git@github.com:juan4bit/CourseProject.git,https://github.com/juan4bit/CourseProject,main
alex-pi,alex-pi/CourseProject,2020-12-14 02:00:14,git@github.com:alex-pi/CourseProject.git,https://github.com/alex-pi/CourseProject,main
vibjain,vibjain/CourseProject,2021-02-01 01:15:04,git@github.com:vibjain/CourseProject.git,https://github.com/vibjain/CourseProject,main
chuanyueshen,chuanyueshen/CourseProject,2020-12-14 01:29:15,git@github.com:chuanyueshen/CourseProject.git,https://github.com/chuanyueshen/CourseProject,main
rupsis,rupsis/CourseProject,2020-12-17 17:35:03,git@github.com:rupsis/CourseProject.git,https://github.com/rupsis/CourseProject,main
toskaushik,toskaushik/CourseProject,2020-10-25 13:51:15,git@github.com:toskaushik/CourseProject.git,https://github.com/toskaushik/CourseProject,main
Junting98,Junting98/CourseProject,2020-12-13 23:17:32,git@github.com:Junting98/CourseProject.git,https://github.com/Junting98/CourseProject,main
chungfaith1,chungfaith1/CourseProject,2020-12-14 03:51:02,git@github.com:chungfaith1/CourseProject.git,https://github.com/chungfaith1/CourseProject,main
luoxix,luoxix/CourseProject,2020-12-14 05:47:03,git@github.com:luoxix/CourseProject.git,https://github.com/luoxix/CourseProject,main
ss129,ss129/CourseProject,2020-12-14 04:41:53,git@github.com:ss129/CourseProject.git,https://github.com/ss129/CourseProject,main
tmm-ai,tmm-ai/CourseProject,2020-12-14 01:04:42,git@github.com:tmm-ai/CourseProject.git,https://github.com/tmm-ai/CourseProject,main
xw23,xw23/CourseProject,2020-12-17 01:13:21,git@github.com:xw23/CourseProject.git,https://github.com/xw23/CourseProject,main
JiajunWuEdu,JiajunWuEdu/CourseProject,2020-10-25 16:41:54,git@github.com:JiajunWuEdu/CourseProject.git,https://github.com/JiajunWuEdu/CourseProject,main
jinningli,jinningli/CourseProject,2020-12-14 04:51:59,git@github.com:jinningli/CourseProject.git,https://github.com/jinningli/CourseProject,main
Ehaly,Ehaly/CourseProject,2020-12-13 15:44:28,git@github.com:Ehaly/CourseProject.git,https://github.com/Ehaly/CourseProject,main
dilipis,dilipis/CourseProject,2020-12-14 06:02:09,git@github.com:dilipis/CourseProject.git,https://github.com/dilipis/CourseProject,main
Xinyihe123,Xinyihe123/LARA,2021-01-08 16:36:24,git@github.com:Xinyihe123/LARA.git,https://github.com/Xinyihe123/LARA,main
mackteng,mackteng/CourseProject,2020-12-14 02:11:29,git@github.com:mackteng/CourseProject.git,https://github.com/mackteng/CourseProject,main
gotplt,gotplt/CourseProject,2020-12-15 17:58:02,git@github.com:gotplt/CourseProject.git,https://github.com/gotplt/CourseProject,main
icyguy64,icyguy64/CourseProject,2020-12-13 03:25:45,git@github.com:icyguy64/CourseProject.git,https://github.com/icyguy64/CourseProject,main
yukuo78,yukuo78/CourseProject,2020-12-13 10:05:06,git@github.com:yukuo78/CourseProject.git,https://github.com/yukuo78/CourseProject,main
pritomsaha,pritomsaha/CourseProject,2020-12-14 05:42:53,git@github.com:pritomsaha/CourseProject.git,https://github.com/pritomsaha/CourseProject,main
ashpradhan01123,ashpradhan01123/CourseProject,2020-12-14 05:15:57,git@github.com:ashpradhan01123/CourseProject.git,https://github.com/ashpradhan01123/CourseProject,main
adeetikaushal,adeetikaushal/CourseProject,2020-12-02 19:55:59,git@github.com:adeetikaushal/CourseProject.git,https://github.com/adeetikaushal/CourseProject,main
mzhai20,mzhai20/CourseProject,2020-12-13 21:10:46,git@github.com:mzhai20/CourseProject.git,https://github.com/mzhai20/CourseProject,main
kn13-kiran,kn13-kiran/CourseProject,2020-12-14 05:57:43,git@github.com:kn13-kiran/CourseProject.git,https://github.com/kn13-kiran/CourseProject,main
nadiawoodninja,nadiawoodninja/CourseProject,2020-12-13 22:07:32,git@github.com:nadiawoodninja/CourseProject.git,https://github.com/nadiawoodninja/CourseProject,main
kaipak,kaipak/CourseProject,2020-12-14 16:38:16,git@github.com:kaipak/CourseProject.git,https://github.com/kaipak/CourseProject,main
RyoTakaki,RyoTakaki/CS410_TIS_CourseProject,2020-12-14 05:53:15,git@github.com:RyoTakaki/CS410_TIS_CourseProject.git,https://github.com/RyoTakaki/CS410_TIS_CourseProject,main
hc2111,hc2111/CourseProject,2020-12-13 16:02:09,git@github.com:hc2111/CourseProject.git,https://github.com/hc2111/CourseProject,main
thecheebo,thecheebo/NLP-Classification-Competition-w-BERT,2021-09-02 00:11:30,git@github.com:thecheebo/NLP-Classification-Competition-w-BERT.git,https://github.com/thecheebo/NLP-Classification-Competition-w-BERT,main
lipingxie,lipingxie/CourseProject,2020-12-15 00:50:01,git@github.com:lipingxie/CourseProject.git,https://github.com/lipingxie/CourseProject,main
rakesh-patnaik,rakesh-patnaik/CourseProject,2020-12-14 04:40:56,git@github.com:rakesh-patnaik/CourseProject.git,https://github.com/rakesh-patnaik/CourseProject,main
akhilbhamidipati5,akhilbhamidipati5/CourseProject,2020-12-14 06:14:31,git@github.com:akhilbhamidipati5/CourseProject.git,https://github.com/akhilbhamidipati5/CourseProject,main
violetta-ta,violetta-ta/CourseProject,2020-12-14 04:47:15,git@github.com:violetta-ta/CourseProject.git,https://github.com/violetta-ta/CourseProject,main
danco14,danco14/CourseProject,2020-12-14 05:53:37,git@github.com:danco14/CourseProject.git,https://github.com/danco14/CourseProject,main
pmanden-uiuc,pmanden-uiuc/CourseProject,2021-01-22 01:55:14,git@github.com:pmanden-uiuc/CourseProject.git,https://github.com/pmanden-uiuc/CourseProject,main
Guanhuali2,Guanhuali2/CourseProject,2020-12-17 01:13:37,git@github.com:Guanhuali2/CourseProject.git,https://github.com/Guanhuali2/CourseProject,main
steve303,steve303/CourseProject,2020-12-13 01:40:04,git@github.com:steve303/CourseProject.git,https://github.com/steve303/CourseProject,main
sairanga123,sairanga123/CourseProject,2020-12-14 06:29:00,git@github.com:sairanga123/CourseProject.git,https://github.com/sairanga123/CourseProject,main
rixu1,rixu1/CourseProject,2020-12-13 19:33:37,git@github.com:rixu1/CourseProject.git,https://github.com/rixu1/CourseProject,main
srivardhansajja,srivardhansajja/tangy,2020-12-13 17:15:48,git@github.com:srivardhansajja/tangy.git,https://github.com/srivardhansajja/tangy,main
sjma3,sjma3/CourseProject,2020-12-13 00:00:53,git@github.com:sjma3/CourseProject.git,https://github.com/sjma3/CourseProject,main
skuretski,skuretski/CourseProject,2020-12-13 05:58:51,git@github.com:skuretski/CourseProject.git,https://github.com/skuretski/CourseProject,main
JackDeDobb,JackDeDobb/CourseProject,2020-12-14 05:17:58,git@github.com:JackDeDobb/CourseProject.git,https://github.com/JackDeDobb/CourseProject,main
oboffil,oboffil/CourseProject,2020-12-14 01:25:19,git@github.com:oboffil/CourseProject.git,https://github.com/oboffil/CourseProject,main
pshreyareddy,pshreyareddy/CourseProject,2020-12-12 18:27:46,git@github.com:pshreyareddy/CourseProject.git,https://github.com/pshreyareddy/CourseProject,main
savigovindarajan,savigovindarajan/CourseProject,2020-12-14 03:36:08,git@github.com:savigovindarajan/CourseProject.git,https://github.com/savigovindarajan/CourseProject,main
cnj3,cnj3/CourseProject,2020-12-14 05:50:53,git@github.com:cnj3/CourseProject.git,https://github.com/cnj3/CourseProject,main
ssquires,ssquires/CourseProject,2020-12-13 18:22:58,git@github.com:ssquires/CourseProject.git,https://github.com/ssquires/CourseProject,main
chengbo322,chengbo322/CourseProject,2020-10-25 18:40:35,git@github.com:chengbo322/CourseProject.git,https://github.com/chengbo322/CourseProject,main
vs27-illinois,vs27-illinois/CourseProject,2020-12-14 05:35:02,git@github.com:vs27-illinois/CourseProject.git,https://github.com/vs27-illinois/CourseProject,main
clairebrekken,clairebrekken/CourseProject,2020-12-15 00:15:34,git@github.com:clairebrekken/CourseProject.git,https://github.com/clairebrekken/CourseProject,main
mlbernardoni,mlbernardoni/CourseProject,2020-12-14 04:13:04,git@github.com:mlbernardoni/CourseProject.git,https://github.com/mlbernardoni/CourseProject,main
hetadesai26,hetadesai26/CourseProject,2020-12-11 00:39:09,git@github.com:hetadesai26/CourseProject.git,https://github.com/hetadesai26/CourseProject,main
Redstone-WB,Redstone-WB/CS410-guava,2020-12-12 12:10:28,git@github.com:Redstone-WB/CS410-guava.git,https://github.com/Redstone-WB/CS410-guava,main
richameher,richameher/CourseProject,2020-12-12 15:43:48,git@github.com:richameher/CourseProject.git,https://github.com/richameher/CourseProject,main
liuyuxiang512,liuyuxiang512/CourseProject,2021-01-23 07:10:39,git@github.com:liuyuxiang512/CourseProject.git,https://github.com/liuyuxiang512/CourseProject,main
yangyangsquare,yangyangsquare/CourseProject,2020-12-14 17:43:16,git@github.com:yangyangsquare/CourseProject.git,https://github.com/yangyangsquare/CourseProject,main
bearnomore,bearnomore/CourseProject,2020-12-13 21:52:54,git@github.com:bearnomore/CourseProject.git,https://github.com/bearnomore/CourseProject,main
bashirpartovi,bashirpartovi/CourseProject,2020-12-12 05:29:37,git@github.com:bashirpartovi/CourseProject.git,https://github.com/bashirpartovi/CourseProject,main
MM026184,MM026184/CourseProject,2020-12-14 21:18:33,git@github.com:MM026184/CourseProject.git,https://github.com/MM026184/CourseProject,main
VisualPracticeRank,VisualPracticeRank/CourseProject,2020-12-14 05:09:47,git@github.com:VisualPracticeRank/CourseProject.git,https://github.com/VisualPracticeRank/CourseProject,main
CoreyShih,CoreyShih/CourseProject,2020-12-06 01:46:39,git@github.com:CoreyShih/CourseProject.git,https://github.com/CoreyShih/CourseProject,main
alany9552,alany9552/CourseProject,2020-12-13 18:13:17,git@github.com:alany9552/CourseProject.git,https://github.com/alany9552/CourseProject,main
codylw2,codylw2/CourseProject,2020-12-13 20:31:08,git@github.com:codylw2/CourseProject.git,https://github.com/codylw2/CourseProject,main
yiz9,yiz9/CourseProject,2020-12-16 12:40:38,git@github.com:yiz9/CourseProject.git,https://github.com/yiz9/CourseProject,main
bzhao10,bzhao10/CourseProject,2020-12-14 04:06:09,git@github.com:bzhao10/CourseProject.git,https://github.com/bzhao10/CourseProject,main
losaohan,losaohan/CourseProject,2020-12-13 19:38:33,git@github.com:losaohan/CourseProject.git,https://github.com/losaohan/CourseProject,main
riyv,riyv/CourseProject,2020-12-02 07:22:40,git@github.com:riyv/CourseProject.git,https://github.com/riyv/CourseProject,main
Arnavj3,Arnavj3/CourseProject,2020-12-14 15:25:04,git@github.com:Arnavj3/CourseProject.git,https://github.com/Arnavj3/CourseProject,main
garciadiazjaime,garciadiazjaime/CourseProject,2021-01-15 00:04:14,git@github.com:garciadiazjaime/CourseProject.git,https://github.com/garciadiazjaime/CourseProject,main
sitajothi,sitajothi/CourseProject,2020-12-13 00:40:06,git@github.com:sitajothi/CourseProject.git,https://github.com/sitajothi/CourseProject,main
mrente5,mrente5/CourseProject,2020-10-18 00:13:21,git@github.com:mrente5/CourseProject.git,https://github.com/mrente5/CourseProject,main
pushpit-UIUC-courses,pushpit-UIUC-courses/TextInformationSystem-CourseProject,2020-12-13 21:36:56,git@github.com:pushpit-UIUC-courses/TextInformationSystem-CourseProject.git,https://github.com/pushpit-UIUC-courses/TextInformationSystem-CourseProject,main
PSUlion16,PSUlion16/CourseProject,2020-12-14 17:51:53,git@github.com:PSUlion16/CourseProject.git,https://github.com/PSUlion16/CourseProject,main
anilkpalli,anilkpalli/CourseProject,2020-12-13 16:13:40,git@github.com:anilkpalli/CourseProject.git,https://github.com/anilkpalli/CourseProject,main
acscharf,acscharf/CourseProject,2020-12-13 07:36:20,git@github.com:acscharf/CourseProject.git,https://github.com/acscharf/CourseProject,main
vkreiden,vkreiden/CourseProject,2020-12-14 00:57:56,git@github.com:vkreiden/CourseProject.git,https://github.com/vkreiden/CourseProject,main
sonalsharma5990,sonalsharma5990/CourseProject,2020-12-13 23:34:34,git@github.com:sonalsharma5990/CourseProject.git,https://github.com/sonalsharma5990/CourseProject,main
j5un,j5un/CourseProject,2020-12-15 05:27:00,git@github.com:j5un/CourseProject.git,https://github.com/j5un/CourseProject,main
milan-saroj,milan-saroj/CourseProject,2020-12-13 18:53:23,git@github.com:milan-saroj/CourseProject.git,https://github.com/milan-saroj/CourseProject,main
